Unnamed: 0,ID,Last_Name,First_Name,NickName,ID2,IsUnused,SlotType,IsRegular,IsGener,IsDraftee,IsDrafted,ASA_ID,OvrdStYrs,Pos,SecondPos,Height,Weight,BirthDay,BirthMonth,Age,Hand,DunkHand,YearsPro,CollegeID,DraftedBy,DraftYear,DraftRound,DraftPos,CAP_Nick,Personality,Play4Winner,FinSecurity,Loyalty,PeakAgeS,PeakAgeE,PortrID,GenericF,CF_ID,AudioID_M,NmOrder,NmShType,SkinTone,Muscles,EyeColor,Bodytype,Clothes,HS_ID,CAP_FaceT,CAP_Hstl,CAP_Hcol,CAP_Hlen,CAP_BStyle,CAP_Moust,CAP_Goatee,CAP_Fhcol,CAP_Eyebr,CAP_TLftN,CAP_TLftS,CAP_TRgtS,CAP_TLftB,CAP_TRgtB,CAP_TLftF,CAP_TRgtF,PlayInitor,GoesTo3PT,PlayStyle,PlayType1,PlayType2,PlayType3,PlayType4,Number,IsFA,TeamID1,TeamID2,MinsAsg,Morale,Fatigue,FARestr,CtrThoughts,InjDaysLeft,InjType,PosRank,OvrlRank,IsScouted,StatY0,StatY1,StatY2,StatY3,StatY4,StatY5,StatY6,StatY7,StatY8,StatY9,StatY10,StatY11,StatY12,StatY13,StatY14,StatY15,StatY16,StatY17,StatY18,StatY19,StatPOs,GH_CarPts,GH_CarFGM,GH_CarFGA,GH_CarStl,GH_CarBlk,GH_Car3PM,GH_Car3PA,GH_CarFTM,GH_CarFTA,GH_CarOReb,GH_CarDReb,GH_CarRebs,GH_CarAst,GH_CarMins,GH_SeaPts,GH_SeaFGM,GH_SeaFGA,GH_SeaStl,GH_SeaBlk,GH_Sea3PM,GH_Sea3PA,GH_SeaFTM,GH_SeaFTA,GH_SeaOReb,GH_SeaDReb,GH_SeaRebs,GH_SeaAst,GH_SeaMins,Overall_I,SklBst,SShtLoP,SShtCls,SShtMed,SSht3PT,SShtFT,SDunk,SStdDunk,SLayUp,SLayUpStnd,SLayUpSpin,SLayUpEuro,SLayUpHop,SRunner,SStpThru,SShtInT,SPstFdaway,SPstHook,SShtOfD,SBallHndl,SOffHDrib,SBallSec,SPass,SBlock,SSteal,SHands,SOnBallD,SOReb,SDReb,SOLowPost,SDLowPost,SOAwar,SDAwar,SConsis,SStamina,SSpeed,SQuick,SStrength,SVertical,SHustle,SDurab,SPOT,SEmotion,SigSkill1,SigSkill2,SigSkill3,SigSkill4,SigSkill5,TShtTend,TInsShots,TCloseSht,TMidShots,T3PTShots,TPutbacks,TDriveLn,TPullUp,TPumpFake,TTrplThrt,TTTShot,TNoTT,TStrghtDr,TSizeUp,THesitat,TDriveRvL,TCrossov,TSpin,TStepBack,THalfSpin,TDblCross,TBhndBack,THesCross,TInAndOut,TDPSimpDr,TAttackB,TPassOut,TFadeaway,TStpbJmpr,TSpinJmpr,TDunkvLU,TAlleyOop,TUseGlass,TDrawFoul,TVShCrash,TPckRlvFd,TPostUp,TTouches,TPostSpn,TPostDrv,TPostAgBd,TLeavePost,TPostDrpSt,TPostFaceU,TPostBDown,TPostShots,TPostHook,TPostFdawy,TPostShmSh,TPostHopSh,TFlshPass,TThrowAO,THardFoul,TTakeChrg,TPassLane,TOnBalStl,TContShot,TCommFoul,HZ1,HZ2,HZ3,HZ4,HZ5,HZ6,HZ7,HZ8,HZ9,HZ10,HZ11,HZ12,HZ13,HZ14,AShtRlTim,AShtForm,AShtBase,AFadeaway,AContestd,AFreeT,ADrPullUp,ASpinJmpr,AHopJmpr,APstFade,APstHook,APstHopSh,APstShmSh,APstPrtct,APstPrtSpn,AIsoCross,AIsoBhBck,AIsoSpin,AIsoHesit,ALayUp,AGoToDunk,ADunk2,ADunk3,ADunk4,ADunk5,ADunk6,ADunk7,ADunk8,ADunk9,ADunk10,ADunk11,ADunk12,ADunk13,ADunk14,ADunk15,AIntPreGI,AIntPreG1,AIntPreG2,AIntPreT1,AIntPreT2,BirdYears,CClrYears,CDaysLeft,CRole,COption,CNoTrade,CYear1,CYear2,CYear3,CYear4,CYear5,CYear6,SgndTYWith,YrsForCurT,GHeadband,GHdbndLg,GUndrshrt,GUndrsCol,GLeftArm,GLArmCol,GLeftElb,GLElbCol,GLeftWrst,GLWrstC1,GLWrstC2,GLeftFngr,GLFngrCol,GRghtArm,GRArmCol,GRghtElb,GRElbCol,GRghtWrst,GRWrstC1,GRWrstC2,GRghtFngr,GRFngrCol,GPresShrt,GPrsShCol,GLeftLeg,GLLegCol,GLeftKnee,GLKneeCol,GLeftAnkl,GLAnklCol,GRghtLeg,GRLegCol,GRghtKnee,GRKneeCol,GRghtAnkl,GRAnklCol,GSockLngh,GShsBrLck,GShsBrand,GShsModel1,GShsModel2,GShsModel3,GShsModel4,GShsColMod,GShsColHSd,GShsColHTr,GShsColASd,GShsColATr,HParam1,HParam2,HdBrwHght,HdBrwWdth,HdBrwSlpd,HdNkThck,HdNkFat,HdChnLen,HdChnWdth,HdChnProt,HdJawSqr,HdJawWdth,HdChkHght,HdChkWdth,HdChkFull,HdDefinit,MtULCurve,MtULThick,MtULProtr,MtLLCurve,MtLLThick,MtLLProtr,MtSzHght,MtSzWdth,MtCrvCorn,ErHeight,ErWidth,ErEarLobe,ErTilt,NsNsHght,NsNsWdth,NsNsProtr,NsBnBridge,NsBnDefin,NsBnWdth,NsTipHght,NsTipWdth,NsTipTip,NsTipBnd,NsNtHght,NsNtWdth,EsFrmOpen,EsFrmSpac,EsFrmLwEl,EsFrmUpEl,EsPlcHght,EsPlcWdth,EsPlcRot,EsPlcProt,EsShpOtEl,EsShpInEl
,10,McDermott,Doug,0,0,0,0,1,1,1,0,49160,0,2,1,203.2,225.0,3,1,21,1,1,1,195,-1,2014,0,0,0,1,25,25,75,25,29,4515,0,0,0,0,0,5,0,1,1,0,-1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,8,3,6,0,20,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,61,68,75,80,81,72,43,75,80,84,82,85,77,74,69,75,65,79,63,58,53,51,55,46,80,63,41,46,61,66,69,64,70,80,73,71,56,76,61,77,75,35,5,7,26,8,0,60,30,20,45,57,25,25,45,15,10,40,35,100,0,25,56,35,0,90,0,35,25,0,0,75,30,70,15,15,0,25,25,20,67,15,15,5,65,25,25,25,0,0,0,0,0,0,0,0,0,0,0,40,0,25,15,45,20,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,27,20,17,0,111,26,11,17,15,0,5,0,0,3,3,0,2,1,1,12,16,14,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,1D4535B0,22A96423,8A0705AB,4EC747DC,0,0,1,0,1,255,0,-71,-77,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,11,Saric,Dario,0,0,0,0,1,1,1,0,49161,0,3,2,208.28,223.0,8,4,21,1,1,1,341,-1,2014,0,0,0,2,25,50,75,25,28,4520,0,0,0,0,0,5,0,1,1,0,-1,0,26,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,24,8,3,5,6,36,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,76,70,72,73,82,52,46,72,78,76,81,76,81,79,62,68,69,62,66,61,62,66,48,58,76,59,59,67,67,66,71,61,70,85,67,62,71,63,72,87,77,75,3,6,15,10,8,61,39,24,37,63,25,44,56,25,25,50,50,100,25,0,55,50,25,25,15,15,25,0,0,85,62,48,25,50,25,15,25,45,81,0,35,75,67,25,25,25,25,15,25,50,50,50,25,25,50,5,50,31,0,50,50,50,35,1,1,1,2,0,1,1,1,1,1,1,1,2,1,0,5,40,6,0,29,26,3,8,5,0,5,1,0,0,2,0,0,0,1,7,4,5,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,0488B123,4616413B,55F83FD5,6C06C014,0,0,1,0,1,255,0,-5,-28,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,12,LaVine,Zach,0,0,0,0,1,1,1,0,49162,0,1,2,195.58,200.0,10,3,18,1,1,1,240,-1,2014,0,0,0,1,50,50,75,26,33,4506,0,0,0,0,0,5,0,1,1,0,-1,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,6,2,8,1,3,8,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,52,69,77,74,75,92,70,86,81,94,95,91,98,92,77,59,49,78,84,79,74,62,55,72,85,65,31,52,47,44,62,58,60,82,88,86,44,97,70,80,85,45,2,1,3,6,7,90,60,35,30,67,5,70,10,5,55,30,35,70,15,45,75,25,5,45,5,5,5,5,0,60,45,25,45,30,25,80,10,5,82,25,0,5,80,0,0,0,5,0,0,0,10,6,22,0,20,30,20,35,0,50,36,67,60,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,108,48,1,0,2,15,3,2,3,0,9,0,0,0,2,5,6,3,1,23,25,22,29,24,27,54,56,57,58,60,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,2,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,2,CB572268,E95E4FEB,45E1D8AE,7023F09F,0,0,1,0,1,255,0,12,-41,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,13,Warren,T.J.,0,0,0,0,1,1,1,0,49163,0,3,2,203.2,215.0,5,9,20,1,1,1,16,-1,2014,0,0,0,2,25,50,75,26,30,4614,0,0,0,0,0,2,0,1,1,0,-1,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,24,8,3,5,7,12,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,69,68,76,72,71,60,50,76,74,75,80,86,88,86,68,70,64,72,70,66,62,58,63,61,80,69,43,54,62,66,68,62,70,85,77,72,76,70,72,77,78,40,3,20,0,0,0,68,47,22,52,63,36,50,25,10,15,50,25,100,0,0,54,25,0,90,0,0,50,0,0,85,70,20,0,0,0,30,15,50,85,10,55,50,73,0,75,25,0,0,0,0,0,0,0,0,0,0,5,58,0,25,15,40,35,1,1,1,2,1,1,1,2,1,1,1,1,2,1,0,26,25,6,0,89,20,10,7,0,0,9,0,0,2,4,0,0,1,1,4,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,5,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,1D4535B0,22A96423,8A0705AB,4EC747DC,0,0,1,0,1,255,0,43,16,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14,Payne,Adreian,0,0,0,0,1,1,1,0,49164,0,3,4,208.28,237.0,19,2,22,1,1,1,77,-1,2014,0,0,0,1,0,0,50,22,23,4523,0,0,0,0,0,3,0,1,1,0,-1,0,4,0,0,0,0,19,0,2,0,6,0,0,50,59,0,0,0,20,3,0,0,0,33,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,55,66,66,61,68,60,60,54,74,56,56,61,57,54,67,63,57,30,30,25,30,35,70,35,64,49,76,67,64,66,52,54,50,76,58,52,76,74,60,50,66,55,0,0,0,0,0,35,50,10,5,25,50,25,4,10,25,0,0,0,0,0,55,0,0,0,0,0,0,0,0,100,60,40,0,0,0,40,25,25,60,0,25,30,20,25,75,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,75,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,26,62,17,1,0,25,13,18,8,3,5,1,1,1,0,0,2,0,2,10,2,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,4,0,1,1,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,6BDA0302,F548A4DC,8B9AF4F6,4B9DC4F5,0,0,1,0,1,255,0,61,-23,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,15,Nurkic,Jusuf,0,0,0,0,1,1,1,0,49165,0,4,5,213.36,280.0,23,8,19,1,2,1,578,-1,2014,0,0,0,1,25,25,75,26,30,4642,0,0,0,0,0,5,0,4,1,0,-1,0,10,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,30,4,3,7,0,27,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,86,75,67,59,59,56,78,58,78,41,40,43,38,42,68,62,75,52,41,36,46,50,71,46,80,60,82,76,76,68,54,54,65,87,61,55,76,66,68,72,80,50,33,20,10,0,0,51,68,46,23,3,43,20,5,15,50,30,0,100,0,0,57,0,0,0,0,0,0,0,0,99,88,42,0,0,0,40,25,60,96,0,85,100,75,0,25,75,0,0,40,20,85,95,50,25,0,0,0,30,0,25,15,85,67,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,16,65,13,1,13,0,0,0,8,11,2,1,1,1,0,0,2,1,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,2,3,0,3,0,3,2,0,3,0,3,0,3,9,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,0,F356417A,FD4F4848,DFB13516,DF0B1C30,0,0,1,0,1,255,0,-73,-39,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,16,Young,James,0,0,0,0,1,1,1,0,49166,0,1,2,198.12,215.0,16,8,18,0,0,1,257,-1,2014,0,0,0,1,0,0,50,24,25,4512,0,0,0,0,0,3,0,1,1,0,-1,0,1,0,0,0,0,0,0,1,34,0,0,0,0,6,0,0,1,9,8,0,0,0,6,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,65,71,74,60,50,30,70,72,76,66,63,68,71,63,56,40,76,76,72,64,56,40,56,73,54,37,47,41,40,56,54,55,80,86,82,45,76,62,70,66,85,0,0,0,0,0,61,28,14,38,45,18,25,20,5,10,25,60,100,0,0,42,50,15,50,5,25,50,0,0,75,30,70,0,100,0,40,20,40,50,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,50,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,71,21,5,0,67,6,4,7,5,9,9,0,0,0,4,0,3,1,0,28,8,18,23,4,6,12,13,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,2,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,7,0F5E6761,6C8BBAAA,F6D31AB7,1FB2C02E,0,0,1,0,1,255,0,-15,116,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,17,Ennis,Tyler,0,0,0,0,1,1,1,0,49167,0,0,1,190.5,194.0,24,8,19,1,1,1,52,-1,2014,0,0,0,1,25,25,50,24,27,4516,0,0,0,0,0,4,0,1,0,0,-1,0,1,0,0,0,0,0,0,2,0,0,0,30,0,59,0,0,1,1,2,0,0,0,10,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,25,72,76,72,70,40,25,82,77,84,79,84,81,80,68,42,30,74,88,84,76,71,28,63,80,48,25,37,25,25,60,54,60,85,90,86,41,68,52,82,68,40,0,0,0,0,0,65,28,25,44,46,3,50,28,15,15,10,55,100,0,0,55,50,0,50,0,25,50,75,50,75,30,85,0,0,0,0,0,0,50,20,25,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0,30,35,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,71,21,5,0,31,7,6,4,0,0,9,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,1D4535B0,22A96423,8A0705AB,4EC747DC,0,0,1,0,1,255,0,13,88,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,18,Harris,Gary,0,0,0,0,1,1,1,0,49168,0,1,2,193.04,210.0,14,9,19,1,1,1,77,-1,2014,0,0,0,1,25,50,75,25,30,4511,0,0,0,0,0,3,0,1,1,0,-1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,6,1,3,8,6,14,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,35,74,74,66,78,63,40,84,77,75,75,72,83,76,72,62,47,68,86,84,71,67,40,62,85,63,34,43,35,42,68,62,70,87,90,86,47,77,72,76,81,25,23,6,0,0,0,69,44,37,44,67,31,74,26,5,5,50,30,100,0,25,52,25,0,0,0,0,0,0,0,95,73,37,50,80,25,35,85,25,88,25,65,0,72,0,0,0,100,0,0,0,0,0,0,0,0,0,50,25,0,50,25,50,20,1,1,1,1,1,2,1,1,1,1,2,2,1,1,0,116,30,5,0,23,15,4,19,0,0,9,0,0,0,3,0,5,1,0,7,12,4,35,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,3,2,3,0,3,8,3,2,0,3,2,3,0,3,0,3,2,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,8,0,1,E538450D,EBAEC55F,0748EF76,432C7244,0,0,1,0,1,255,0,-24,-17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,19,Caboclo,Bruno,0,0,0,0,1,1,1,0,49169,0,2,3,205.74,205.0,21,9,18,1,1,1,334,-1,2014,0,0,0,1,5,15,75,26,29,8720,0,0,0,0,0,3,0,1,1,0,-1,0,2,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,19,3,6,0,0,5,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,45,68,66,64,83,70,70,60,72,63,67,56,66,55,63,67,63,63,55,50,53,41,83,54,76,68,72,64,51,62,53,58,50,87,66,61,57,82,68,77,75,65,28,27,0,0,0,40,40,5,20,35,25,25,20,5,10,5,80,100,0,0,57,35,15,25,5,15,25,0,0,75,30,70,0,0,0,60,60,40,45,10,1,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,80,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39,41,5,0,20,15,13,4,6,3,2,0,1,0,0,1,1,1,1,14,12,13,3,7,17,18,23,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,6D8BE23F,914EFFF5,5FA0609C,BA078AAB,0,0,1,0,1,255,0,36,67,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,20,McGary,Mitch,0,0,0,0,1,1,1,0,49170,0,3,4,208.28,255.0,6,6,21,0,0,1,76,-1,2014,0,0,0,1,0,0,50,22,23,4534,0,0,0,0,0,5,0,1,1,0,-1,0,12,0,0,0,0,0,0,3,0,0,0,0,26,0,0,0,0,29,3,0,0,0,33,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,70,67,64,25,65,60,70,51,76,58,52,54,58,53,47,52,65,43,40,31,29,29,57,39,64,34,82,73,60,65,48,42,40,75,48,42,68,55,70,70,62,35,0,0,0,0,0,45,45,45,40,0,45,25,0,10,0,100,25,0,0,0,45,0,0,0,0,0,0,0,0,100,70,30,0,0,0,55,25,40,50,5,20,0,45,15,15,35,0,25,0,55,40,30,0,0,0,0,0,45,0,0,0,65,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,52,5,1,25,29,1,0,8,10,4,1,1,1,3,0,2,1,2,14,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,4,0,1,0,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,1,DC94E641,820B1307,902A6578,5701B991,0,0,1,0,1,255,0,-40,-126,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,21,Adams,Jordan,0,0,0,0,1,1,1,0,49171,0,1,2,195.58,209.0,8,7,19,1,1,1,240,-1,2014,0,0,0,1,0,0,50,22,23,4619,0,0,0,0,0,1,0,1,1,0,-1,0,17,2,0,0,0,0,2,2,0,0,0,0,0,7,0,0,1,10,8,6,0,0,3,0,-1,-1,0,75,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,55,67,71,62,85,50,25,78,71,72,62,67,71,67,60,50,46,68,84,78,65,55,30,53,70,53,32,44,39,33,52,44,50,78,86,76,41,68,56,80,64,50,0,0,0,0,0,55,50,35,45,40,15,60,0,10,0,100,25,0,0,0,52,50,15,50,5,25,50,0,0,75,80,20,0,0,0,15,5,47,65,10,99,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,0,0,45,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,92,43,1,0,106,10,7,6,2,3,9,0,0,0,1,5,5,1,0,7,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,3,0,3,0,3,2,0,3,0,3,0,3,0,3,2,0,3,1,3,0,3,1,3,0,3,0,3,1,3,0,3,8,0,8,72A86FD1,94C790AC,A53C3A39,521D2104,0,0,1,0,1,255,0,85,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
